profile,x_over_d,r_over_d,x_m,y_m,temperature,ch4,o2,co2,h2o,co,T_std
radial,0.75,2.094490919262171,0.005400000140070915,0.01508033461868763,321.2151222229004,1.0640505614389895e-06,0.228481562808156,0.002249457684229128,0.00788114097667858,8.926158955091523e-06,24.060431851861953
radial,0.75,2.1115162720282874,0.005400000140070915,0.015202917158603668,319.63903045654297,1.03463740330767e-06,0.22864918410778046,0.0021348418958950788,0.007793445140123367,8.518763024767395e-06,24.40764994137666
radial,0.75,2.1287058997485375,0.005400000140070915,0.015326682478189468,318.1000747680664,1.0059474675472302e-06,0.22881488129496574,0.0020216411794535816,0.007706817705184221,8.122884821659682e-06,24.753379138493887
radial,0.75,2.146061354627212,0.005400000140070915,0.015451641753315926,316.6121025085449,9.78223761549657e-07,0.22897701524198055,0.0019108612614218146,0.007622022647410631,7.741247827652842e-06,25.09137964695575
radial,0.75,2.16358483562039,0.005400000140070915,0.015577810816466808,315.1868705749512,9.516801355857751e-07,0.2291341070085764,0.0018033900705631822,0.007539735524915159,7.376101791578549e-06,25.416398470293583
radial,0.75,2.18127750688129,0.005400000140070915,0.015705198049545288,313.8320655822754,9.264928664265426e-07,0.22928513027727604,0.0016998463397612795,0.007460425316821784,7.02879458458483e-06,25.724796752700517
radial,0.75,2.1991407912638454,0.005400000140070915,0.015833813697099686,312.5519714355469,9.032999130909047e-07,0.22942941263318062,0.0016006157966330647,0.007384384574834257,6.699930452214176e-06,26.014224781432645
radial,0.75,2.217176887724135,0.005400000140070915,0.01596367359161377,311.3484764099121,8.828304061125891e-07,0.22956661134958267,0.001505912237917073,0.007311775232665241,6.389578743437596e-06,26.283311876487602
radial,0.75,2.235387089765734,0.005400000140070915,0.016094787046313286,310.22148513793945,8.648330895866252e-07,0.229696586728096,0.0014158014673739672,0.007242648571263999,6.097369094959504e-06,26.531339518083136
radial,0.75,2.25377320829365,0.005400000140070915,0.01622716709971428,309.1692810058594,8.483597278008403e-07,0.22981943748891354,0.0013302189254318364,0.007176956511102617,5.822569875135741e-06,26.7582384997979
radial,0.75,2.2723370542128882,0.005400000140070915,0.016360826790332794,308.18904876708984,8.328398521939562e-07,0.2299354113638401,0.0012490037697716616,0.00711457768920809,5.564239287991768e-06,26.964345198334446
radial,0.75,2.29108017972774,0.005400000140070915,0.016495777294039726,307.2775230407715,8.182554094293693e-07,0.23004484735429287,0.001171947835246101,0.0070553565747104585,5.321431814309108e-06,27.15023551688087
radial,0.75,2.310004137042496,0.005400000140070915,0.01663202978670597,306.4317398071289,8.048252202463857e-07,0.23014809750020504,0.0010988491922034882,0.006999141653068364,5.09323636777026e-06,27.316352022183942
